2.255216e-14 3.718032e-14 6.067463e-14 9.800990e-14 1.567118e-13 2.480289e-13 3.885722e-13 6.025735e-13 9.249479e-13 1.405379e-12 2.113676e-12 3.146677e-12 4.636977e-12 6.763734e-12 9.765781e-12 1.395714e-11 1.974488e-11 2.764914e-11 3.832460e-11 5.258265e-11 7.141282e-11 9.600167e-11 1.277469e-10 1.682638e-10 2.193814e-10 2.831248e-10 3.616804e-10 4.573417e-10 5.724341e-10 7.092170e-10 8.697644e-10 1.055828e-09 1.268683e-09 1.508976e-09 1.776562e-09 2.070366e-09 2.388267e-09 2.727015e-09 3.082201e-09 3.448287e-09 3.818692e-09 4.185957e-09 4.541964e-09 4.878222e-09 5.186189e-09 5.457628e-09 5.684974e-09 5.861676e-09 5.982519e-09 6.043871e-09 6.043871e-09 5.982519e-09 5.861676e-09 5.684974e-09 5.457628e-09 5.186189e-09 4.878222e-09 4.541964e-09 4.185957e-09 3.818692e-09 3.448287e-09 3.082201e-09 2.727015e-09 2.388267e-09 2.070366e-09 1.776562e-09 1.508976e-09 1.268683e-09 1.055828e-09 8.697644e-10 7.092170e-10 5.724341e-10 4.573417e-10 3.616804e-10 2.831248e-10 2.193814e-10 1.682638e-10 1.277469e-10 9.600167e-11 7.141282e-11 5.258265e-11 3.832460e-11 2.764914e-11 1.974488e-11 1.395714e-11 9.765781e-12 6.763734e-12 4.636977e-12 3.146677e-12 2.113676e-12 1.405379e-12 9.249479e-13 6.025735e-13 3.885722e-13 2.480289e-13 1.567118e-13 9.800990e-14 6.067463e-14 3.718032e-14 2.255216e-14
3.718032e-14 6.129686e-14 1.000304e-13 1.615828e-13 2.583609e-13 4.089096e-13 6.406146e-13 9.934251e-13 1.524904e-12 2.316960e-12 3.484684e-12 5.187729e-12 7.644692e-12 1.115094e-11 1.610023e-11 2.301025e-11 3.255215e-11 4.558340e-11 6.318336e-11 8.668971e-11 1.177338e-10 1.582719e-10 2.106082e-10 2.774059e-10 3.616804e-10 4.667701e-10 5.962797e-10 7.539905e-10 9.437362e-10 1.169241e-09 1.433926e-09 1.740676e-09 2.091598e-09 2.487754e-09 2.928906e-09 3.413283e-09 3.937386e-09 4.495858e-09 5.081432e-09 5.684974e-09 6.295637e-09 6.901124e-09 7.488051e-09 8.042419e-09 8.550144e-09 8.997649e-09 9.372459e-09 9.663777e-09 9.863003e-09 9.964151e-09 9.964151e-09 9.863003e-09 9.663777e-09 9.372459e-09 8.997649e-09 8.550144e-09 8.042419e-09 7.488051e-09 6.901124e-09 6.295637e-09 5.684974e-09 5.081432e-09 4.495858e-09 3.937386e-09 3.413283e-09 2.928906e-09 2.487754e-09 2.091598e-09 1.740676e-09 1.433926e-09 1.169241e-09 9.437362e-10 7.539905e-10 5.962797e-10 4.667701e-10 3.616804e-10 2.774059e-10 2.106082e-10 1.582719e-10 1.177338e-10 8.668971e-11 6.318336e-11 4.558340e-11 3.255215e-11 2.301025e-11 1.610023e-11 1.115094e-11 7.644692e-12 5.187729e-12 3.484684e-12 2.316960e-12 1.524904e-12 9.934251e-13 6.406146e-13 4.089096e-13 2.583609e-13 1.615828e-13 1.000304e-13 6.129686e-14 3.718032e-14
6.067463e-14 1.000304e-13 1.632398e-13 2.636872e-13 4.216195e-13 6.673003e-13 1.045420e-12 1.621172e-12 2.488492e-12 3.781050e-12 5.686662e-12 8.465863e-12 1.247538e-11 1.819724e-11 2.627399e-11 3.755047e-11 5.312190e-11 7.438762e-11 1.031090e-10 1.414691e-10 1.921300e-10 2.582842e-10 3.436919e-10 4.526991e-10 5.902268e-10 7.617229e-10 9.730698e-10 1.230438e-09 1.540085e-09 1.908087e-09 2.340026e-09 2.840613e-09 3.413283e-09 4.059769e-09 4.779686e-09 5.570141e-09 6.425426e-09 7.336798e-09 8.292396e-09 9.277318e-09 1.027386e-08 1.126195e-08 1.221976e-08 1.312444e-08 1.395299e-08 1.468328e-08 1.529493e-08 1.577033e-08 1.609545e-08 1.626051e-08 1.626051e-08 1.609545e-08 1.577033e-08 1.529493e-08 1.468328e-08 1.395299e-08 1.312444e-08 1.221976e-08 1.126195e-08 1.027386e-08 9.277318e-09 8.292396e-09 7.336798e-09 6.425426e-09 5.570141e-09 4.779686e-09 4.059769e-09 3.413283e-09 2.840613e-09 2.340026e-09 1.908087e-09 1.540085e-09 1.230438e-09 9.730698e-10 7.617229e-10 5.902268e-10 4.526991e-10 3.436919e-10 2.582842e-10 1.921300e-10 1.414691e-10 1.031090e-10 7.438762e-11 5.312190e-11 3.755047e-11 2.627399e-11 1.819724e-11 1.247538e-11 8.465863e-12 5.686662e-12 3.781050e-12 2.488492e-12 1.621172e-12 1.045420e-12 6.673003e-13 4.216195e-13 2.636872e-13 1.632398e-13 1.000304e-13 6.067463e-14
9.800990e-14 1.615828e-13 2.636872e-13 4.259433e-13 6.810571e-13 1.077914e-12 1.688704e-12 2.618737e-12 4.019751e-12 6.107666e-12 9.185868e-12 1.367521e-11 2.015194e-11 2.939466e-11 4.244132e-11 6.065662e-11 8.580971e-11 1.201610e-10 1.665557e-10 2.285201e-10 3.103545e-10 4.172157e-10 5.551779e-10 7.312611e-10 9.534144e-10 1.230438e-09 1.571834e-09 1.987571e-09 2.487754e-09 3.082201e-09 3.779928e-09 4.588544e-09 5.513598e-09 6.557891e-09 7.720798e-09 8.997649e-09 1.037922e-08 1.185139e-08 1.339501e-08 1.498598e-08 1.659574e-08 1.819184e-08 1.973902e-08 2.120037e-08 2.253877e-08 2.371843e-08 2.470645e-08 2.547439e-08 2.599956e-08 2.626619e-08 2.626619e-08 2.599956e-08 2.547439e-08 2.470645e-08 2.371843e-08 2.253877e-08 2.120037e-08 1.973902e-08 1.819184e-08 1.659574e-08 1.498598e-08 1.339501e-08 1.185139e-08 1.037922e-08 8.997649e-09 7.720798e-09 6.557891e-09 5.513598e-09 4.588544e-09 3.779928e-09 3.082201e-09 2.487754e-09 1.987571e-09 1.571834e-09 1.230438e-09 9.534144e-10 7.312611e-10 5.551779e-10 4.172157e-10 3.103545e-10 2.285201e-10 1.665557e-10 1.201610e-10 8.580971e-11 6.065662e-11 4.244132e-11 2.939466e-11 2.015194e-11 1.367521e-11 9.185868e-12 6.107666e-12 4.019751e-12 2.618737e-12 1.688704e-12 1.077914e-12 6.810571e-13 4.259433e-13 2.636872e-13 1.615828e-13 9.800990e-14
1.567118e-13 2.583609e-13 4.216195e-13 6.810571e-13 1.088968e-12 1.723518e-12 2.700134e-12 4.187200e-12 6.427334e-12 9.765781e-12 1.468764e-11 2.186582e-11 3.222170e-11 4.700024e-11 6.786105e-11 9.698619e-11 1.372044e-10 1.921300e-10 2.663123e-10 3.653895e-10 4.962377e-10 6.671022e-10 8.876952e-10 1.169241e-09 1.524451e-09 1.967395e-09 2.513266e-09 3.178004e-09 3.977765e-09 4.928250e-09 6.043871e-09 7.336798e-09 8.815903e-09 1.048566e-08 1.234508e-08 1.438669e-08 1.659574e-08 1.894965e-08 2.141779e-08 2.396166e-08 2.653556e-08 2.908763e-08 3.156148e-08 3.389809e-08 3.603810e-08 3.792430e-08 3.950409e-08 4.073197e-08 4.157169e-08 4.199802e-08 4.199802e-08 4.157169e-08 4.073197e-08 3.950409e-08 3.792430e-08 3.603810e-08 3.389809e-08 3.156148e-08 2.908763e-08 2.653556e-08 2.396166e-08 2.141779e-08 1.894965e-08 1.659574e-08 1.438669e-08 1.234508e-08 1.048566e-08 8.815903e-09 7.336798e-09 6.043871e-09 4.928250e-09 3.977765e-09 3.178004e-09 2.513266e-09 1.967395e-09 1.524451e-09 1.169241e-09 8.876952e-10 6.671022e-10 4.962377e-10 3.653895e-10 2.663123e-10 1.921300e-10 1.372044e-10 9.698619e-11 6.786105e-11 4.700024e-11 3.222170e-11 2.186582e-11 1.468764e-11 9.765781e-12 6.427334e-12 4.187200e-12 2.700134e-12 1.723518e-12 1.088968e-12 6.810571e-13 4.216195e-13 2.583609e-13 1.567118e-13
2.480289e-13 4.089096e-13 6.673003e-13 1.077914e-12 1.723518e-12 2.727825e-12 4.273522e-12 6.627111e-12 1.017259e-11 1.545637e-11 2.324623e-11 3.460719e-11 5.099752e-11 7.438762e-11 1.074042e-10 1.535007e-10 2.171544e-10 3.040856e-10 4.214944e-10 5.783046e-10 7.853990e-10 1.055828e-09 1.404962e-09 1.850567e-09 2.412759e-09 3.113810e-09 3.977765e-09 5.029849e-09 6.295637e-09 7.799977e-09 9.565679e-09 1.161200e-08 1.395299e-08 1.659574e-08 1.953865e-08 2.276991e-08 2.626619e-08 2.999174e-08 3.389809e-08 3.792430e-08 4.199802e-08 4.603720e-08 4.995258e-08 5.365075e-08 5.703777e-08 6.002306e-08 6.252341e-08 6.446679e-08 6.579581e-08 6.647057e-08 6.647057e-08 6.579581e-08 6.446679e-08 6.252341e-08 6.002306e-08 5.703777e-08 5.365075e-08 4.995258e-08 4.603720e-08 4.199802e-08 3.792430e-08 3.389809e-08 2.999174e-08 2.626619e-08 2.276991e-08 1.953865e-08 1.659574e-08 1.395299e-08 1.161200e-08 9.565679e-09 7.799977e-09 6.295637e-09 5.029849e-09 3.977765e-09 3.113810e-09 2.412759e-09 1.850567e-09 1.404962e-09 1.055828e-09 7.853990e-10 5.783046e-10 4.214944e-10 3.040856e-10 2.171544e-10 1.535007e-10 1.074042e-10 7.438762e-11 5.099752e-11 3.460719e-11 2.324623e-11 1.545637e-11 1.017259e-11 6.627111e-12 4.273522e-12 2.727825e-12 1.723518e-12 1.077914e-12 6.673003e-13 4.089096e-13 2.480289e-13
3.885722e-13 6.406146e-13 1.045420e-12 1.688704e-12 2.700134e-12 4.273522e-12 6.695074e-12 1.038230e-11 1.593679e-11 2.421458e-11 3.641849e-11 5.421704e-11 7.989481e-11 1.165387e-10 1.682638e-10 2.404806e-10 3.402030e-10 4.763929e-10 6.603303e-10 9.059956e-10 1.230438e-09 1.654103e-09 2.201070e-09 2.899174e-09 3.779928e-09 4.878222e-09 6.231729e-09 7.879968e-09 9.863003e-09 1.221976e-08 1.498598e-08 1.819184e-08 2.185933e-08 2.599956e-08 3.061004e-08 3.567228e-08 4.114969e-08 4.698629e-08 5.310613e-08 5.941376e-08 6.579581e-08 7.212376e-08 7.825775e-08 8.405146e-08 8.935770e-08 9.403459e-08 9.795173e-08 1.009963e-07 1.030784e-07 1.041355e-07 1.041355e-07 1.030784e-07 1.009963e-07 9.795173e-08 9.403459e-08 8.935770e-08 8.405146e-08 7.825775e-08 7.212376e-08 6.579581e-08 5.941376e-08 5.310613e-08 4.698629e-08 4.114969e-08 3.567228e-08 3.061004e-08 2.599956e-08 2.185933e-08 1.819184e-08 1.498598e-08 1.221976e-08 9.863003e-09 7.879968e-09 6.231729e-09 4.878222e-09 3.779928e-09 2.899174e-09 2.201070e-09 1.654103e-09 1.230438e-09 9.059956e-10 6.603303e-10 4.763929e-10 3.402030e-10 2.404806e-10 1.682638e-10 1.165387e-10 7.989481e-11 5.421704e-11 3.641849e-11 2.421458e-11 1.593679e-11 1.038230e-11 6.695074e-12 4.273522e-12 2.700134e-12 1.688704e-12 1.045420e-12 6.406146e-13 3.885722e-13
6.025735e-13 9.934251e-13 1.621172e-12 2.618737e-12 4.187200e-12 6.627111e-12 1.038230e-11 1.610023e-11 2.471379e-11 3.755047e-11 5.647553e-11 8.407641e-11 1.238959e-10 1.807209e-10 2.609330e-10 3.729223e-10 5.275657e-10 7.387604e-10 1.023999e-09 1.404962e-09 1.908087e-09 2.565079e-09 3.413283e-09 4.495858e-09 5.861676e-09 7.564843e-09 9.663777e-09 1.221976e-08 1.529493e-08 1.894965e-08 2.323933e-08 2.821077e-08 3.389809e-08 4.031849e-08 4.746815e-08 5.531834e-08 6.381237e-08 7.286341e-08 8.235368e-08 9.213515e-08 1.020320e-07 1.118450e-07 1.213572e-07 1.303418e-07 1.385704e-07 1.458230e-07 1.518974e-07 1.566188e-07 1.598476e-07 1.614869e-07 1.614869e-07 1.598476e-07 1.566188e-07 1.518974e-07 1.458230e-07 1.385704e-07 1.303418e-07 1.213572e-07 1.118450e-07 1.020320e-07 9.213515e-08 8.235368e-08 7.286341e-08 6.381237e-08 5.531834e-08 4.746815e-08 4.031849e-08 3.389809e-08 2.821077e-08 2.323933e-08 1.894965e-08 1.529493e-08 1.221976e-08 9.663777e-09 7.564843e-09 5.861676e-09 4.495858e-09 3.413283e-09 2.565079e-09 1.908087e-09 1.404962e-09 1.023999e-09 7.387604e-10 5.275657e-10 3.729223e-10 2.609330e-10 1.807209e-10 1.238959e-10 8.407641e-11 5.647553e-11 3.755047e-11 2.471379e-11 1.610023e-11 1.038230e-11 6.627111e-12 4.187200e-12 2.618737e-12 1.621172e-12 9.934251e-13 6.025735e-13
9.249479e-13 1.524904e-12 2.488492e-12 4.019751e-12 6.427334e-12 1.017259e-11 1.593679e-11 2.471379e-11 3.793556e-11 5.763981e-11 8.668971e-11 1.290569e-10 1.901797e-10 2.774059e-10 4.005310e-10 5.724341e-10 8.098111e-10 1.133994e-09 1.571834e-09 2.156610e-09 2.928906e-09 3.937386e-09 5.239375e-09 6.901124e-09 8.997649e-09 1.161200e-08 1.483386e-08 1.875729e-08 2.347766e-08 2.908763e-08 3.567228e-08 4.330342e-08 5.203342e-08 6.188872e-08 7.286341e-08 8.491343e-08 9.795173e-08 1.118450e-07 1.264126e-07 1.414271e-07 1.566188e-07 1.716817e-07 1.862829e-07 2.000741e-07 2.127049e-07 2.238377e-07 2.331619e-07 2.404092e-07 2.453654e-07 2.478817e-07 2.478817e-07 2.453654e-07 2.404092e-07 2.331619e-07 2.238377e-07 2.127049e-07 2.000741e-07 1.862829e-07 1.716817e-07 1.566188e-07 1.414271e-07 1.264126e-07 1.118450e-07 9.795173e-08 8.491343e-08 7.286341e-08 6.188872e-08 5.203342e-08 4.330342e-08 3.567228e-08 2.908763e-08 2.347766e-08 1.875729e-08 1.483386e-08 1.161200e-08 8.997649e-09 6.901124e-09 5.239375e-09 3.937386e-09 2.928906e-09 2.156610e-09 1.571834e-09 1.133994e-09 8.098111e-10 5.724341e-10 4.005310e-10 2.774059e-10 1.901797e-10 1.290569e-10 8.668971e-11 5.763981e-11 3.793556e-11 2.471379e-11 1.593679e-11 1.017259e-11 6.427334e-12 4.019751e-12 2.488492e-12 1.524904e-12 9.249479e-13
1.405379e-12 2.316960e-12 3.781050e-12 6.107666e-12 9.765781e-12 1.545637e-11 2.421458e-11 3.755047e-11 5.763981e-11 8.757873e-11 1.317175e-10 1.960909e-10 2.889616e-10 4.214944e-10 6.085724e-10 8.697644e-10 1.230438e-09 1.723007e-09 2.388267e-09 3.276784e-09 4.450220e-09 5.982519e-09 7.960779e-09 1.048566e-08 1.367115e-08 1.764344e-08 2.253877e-08 2.850008e-08 3.567228e-08 4.419615e-08 5.420095e-08 6.579581e-08 7.906031e-08 9.403459e-08 1.107097e-07 1.290186e-07 1.488292e-07 1.699389e-07 1.920730e-07 2.148863e-07 2.379687e-07 2.608555e-07 2.830408e-07 3.039953e-07 3.231868e-07 3.401021e-07 3.542695e-07 3.652810e-07 3.728116e-07 3.766349e-07 3.766349e-07 3.728116e-07 3.652810e-07 3.542695e-07 3.401021e-07 3.231868e-07 3.039953e-07 2.830408e-07 2.608555e-07 2.379687e-07 2.148863e-07 1.920730e-07 1.699389e-07 1.488292e-07 1.290186e-07 1.107097e-07 9.403459e-08 7.906031e-08 6.579581e-08 5.420095e-08 4.419615e-08 3.567228e-08 2.850008e-08 2.253877e-08 1.764344e-08 1.367115e-08 1.048566e-08 7.960779e-09 5.982519e-09 4.450220e-09 3.276784e-09 2.388267e-09 1.723007e-09 1.230438e-09 8.697644e-10 6.085724e-10 4.214944e-10 2.889616e-10 1.960909e-10 1.317175e-10 8.757873e-11 5.763981e-11 3.755047e-11 2.421458e-11 1.545637e-11 9.765781e-12 6.107666e-12 3.781050e-12 2.316960e-12 1.405379e-12
